OBJECTID *,Shape *,GUBID,ISOALPHA,COUNTRYNM,NAME1,NAME2,NAME3,NAME4,NAME5,NAME6,CENTROID_X,CENTROID_Y,INSIDE_X,INSIDE_Y,CONTEXT,CONTEXT_NM,WATER_CODE,TOTAL_A_KM,WATER_A_KM,LAND_A_KM,UN_2000_E,UN_2005_E,UN_2010_E,UN_2015_E,UN_2020_E,UN_2000_DS,UN_2005_DS,UN_2010_DS,UN_2015_DS,UN_2020_DS,B_2010_E,F_2010_E,M_2010_E,A00_04B,A05_09B,A10_14B,A15_19B,A20_24B,A25_29B,A30_34B,A35_39B,A40_44B,A45_49B,A50_54B,A55_59B,A60_64B,A65PLUSB,A65_69B,A70PLUSB,A70_74B,A75PLUSB,A75_79B,A80PLUSB,A80_84B,A85PLUSB,A00_04F,A05_09F,A10_14F,A15_19F,A20_24F,A25_29F,A30_34F,A35_39F,A40_44F,A45_49F,A50_54F,A55_59F,A60_64F,A65PLUSF,A65_69F,A70PLUSF,A70_74F,A75PLUSF,A75_79F,A80PLUSF,A80_84F,A85PLUSF,A00_04M,A05_09M,A10_14M,A15_19M,A20_24M,A25_29M,A30_34M,A35_39M,A40_44M,A45_49M,A50_54M,A55_59M,A60_64M,A65PLUSM,A65_69M,A70PLUSM,A70_74M,A75PLUSM,A75_79M,A80PLUSM,A80_84M,A85PLUSM
3454,Point,{650BB8F0-A213-4EE7-ABFA-1849B9E13937},NPL,Nepal,CENTRAL,NARAYANI,PARSA,SABAITHAWA,NA,NA,84.714055,27.033635,84.714055,27.033635,0,Not applicable,L,6.106018,0,6.106018,1059,2191,4116,7148,11094,173.435454,358.826326,674.089072,1170.64837,1816.896057,3946.740896,1947.422408,1999.318488,519.840399,625.391749,490.813778,319.292834,306.098915,288.507023,212.861889,249.804862,193.510808,154.808647,137.216755,124.022836,115.22689,209.343511,104.671755,104.671755,68.608378,36.063378,0,0,0,0,282.349861,304.339726,238.370132,137.216755,162.724998,133.698377,110.828918,130.179998,87.079864,74.76554,65.969594,64.210405,58.053243,97.634999,58.053243,39.581756,25.508243,14.073513,0,0,0,0,237.490538,321.052023,252.443645,182.076079,143.373917,154.808647,102.032972,119.624863,106.430945,80.043107,71.247161,59.812432,57.173648,111.708512,46.618513,65.089999,43.100135,21.989865,0,0,0,0
3455,Point,{E977EDD7-664E-45F9-A66F-84DD87B59729},NPL,Nepal,CENTRAL,JANAKPUR,DHANUSA,DHANUSHA GOVINDAPUR,NA,NA,86.048106,26.827108,86.048106,26.827108,0,Not applicable,L,12.484569,0,12.484569,7792,8759,8941,8437,7115,624.130467,701.586083,716.164079,675.794244,569.903525,8573.588439,4610.456586,3963.131853,935.354546,1290.690294,1291.680087,845.283367,599.814661,585.957557,509.743483,517.661828,401.856027,409.774372,333.560298,215.774911,281.10126,355.335748,146.489389,208.846359,116.795594,92.050765,0,0,0,0,482.029274,679.987908,650.294113,413.733545,357.315334,370.182646,331.580712,331.580712,233.591188,222.703463,143.52001,105.907869,135.601664,152.428148,72.254901,80.173247,43.550899,36.622347,0,0,0,0,453.325272,610.702386,641.385974,431.549822,242.499327,215.774911,178.162771,186.081116,168.264839,187.070909,190.040289,109.867042,145.499596,202.9076,74.234488,128.673112,73.244695,55.428418,0,0,0,0
3456,Point,{0133C136-5021-41CC-AF13-CA69D0D951D8},NPL,Nepal,FAR-WESTERN,MAHAKALI,BAITADI,AMCHAUR,NA,NA,80.324963,29.449322,80.324963,29.449322,0,Not applicable,L,29.228558,0,29.228558,4565,5008,4987,4592,3778,156.182865,171.339274,170.620799,157.106619,129.257144,4782.313398,2673.992393,2108.321004,623.433608,728.999044,712.068738,530.814877,275.864392,245.987382,210.13497,237.024279,191.212864,197.188266,207.147269,159.344053,135.442445,327.651209,116.520339,211.130871,107.557236,103.573635,0,0,0,0,312.712704,362.507721,346.573316,297.774199,204.159568,190.216964,139.426047,156.356352,122.495741,108.553136,111.540837,71.704824,75.688425,174.282558,62.741721,111.540837,51.786817,59.75402,0,0,0,0,310.720904,366.491322,365.495422,233.040678,71.704824,55.770419,70.708924,80.667927,68.717123,88.63513,95.606432,87.639229,59.75402,153.368651,53.778618,99.590033,55.770419,43.819615,0,0,0,0
3457,Point,{5FBD1A23-48A7-4E9C-A220-4D8D99E506B3},NPL,Nepal,EASTERN,KOSHI,MORANG,MAHADEWA,NA,NA,87.663568,26.432537,87.663568,26.432537,0,Not applicable,L,13.274453,0,13.274453,4594,5212,5369,5112,4351,346.078283,392.633873,404.461102,385.100606,327.772445,5148.242528,2580.572696,2567.669832,602.464472,605.442056,633.232838,533.980042,402.966352,415.869215,372.197985,361.280177,265.997493,257.064742,181.632617,161.782057,146.894138,207.438344,98.260268,109.178076,63.521789,45.656286,0,0,0,0,292.795748,299.743444,308.676196,263.019909,218.356151,229.273959,196.520536,192.550424,131.013691,123.073467,89.327516,68.484429,64.514317,103.222908,55.581566,47.641342,25.805727,21.835615,0,0,0,0,309.668723,305.698612,324.556643,270.960133,184.610201,186.595256,175.677449,168.729753,134.983803,133.991275,92.3051,93.297628,82.379821,104.215436,42.678702,61.536734,37.716062,23.820671,0,0,0,0
3458,Point,{67B3E3C3-3D03-4A0A-97C4-8C49AF5A1135},NPL,Nepal,EASTERN,KOSHI,SUNSARI,PAKALI,NA,NA,87.233284,26.681811,87.233284,26.681811,0,Not applicable,L,13.89231,0,13.89231,1366,3855,9883,23418,49594,98.327783,277.491658,711.400792,1685.680841,3569.888788,9476.294616,5067.301052,4408.993564,824.967611,989.127832,1153.288054,1144.121747,909.130973,782.469279,628.308665,594.976641,571.644223,435.816223,393.317891,299.154921,258.323191,491.647364,206.658553,284.988811,129.994896,154.993915,0,0,0,0,404.150799,494.980566,554.14491,581.643831,548.311806,494.980566,369.152173,348.319658,309.154529,234.157473,186.659338,146.660909,134.9947,259.989792,104.162577,155.827215,64.164148,91.663068,0,0,0,0,420.816812,494.147266,599.143144,562.477916,360.819167,287.488713,259.156492,246.656983,262.489694,201.658749,206.658553,152.494013,123.328491,231.657572,102.495976,129.161596,65.830749,63.330847,0,0,0,0
3459,Point,{C5EA4FEE-FA46-4010-9168-784AC217CDED},NPL,Nepal,CENTRAL,JANAKPUR,DOLAKHA,BULUNG,NA,NA,86.183414,27.788212,86.183414,27.788212,0,Not applicable,L,12.17409,0,12.17409,2324,2355,2167,1843,1401,190.897229,193.44362,178.000987,151.387088,115.080472,2077.812858,1089.249913,988.562946,144.41969,211.544334,306.12906,278.668979,118.993688,105.772167,89.499526,106.789207,116.959608,98.652887,107.806247,102.721047,102.721047,187.135372,54.920164,132.215209,67.124644,65.090564,0,0,0,0,68.141685,102.721047,148.48785,147.47081,60.005364,61.022404,58.988324,63.056484,57.971284,56.954244,58.988324,57.971284,44.749763,102.721047,27.460082,75.260965,36.613442,38.647523,0,0,0,0,76.278005,108.823287,157.641211,131.198169,58.988324,44.749763,30.511202,43.732723,58.988324,41.698643,48.817923,44.749763,57.971284,84.414326,27.460082,56.954244,30.511202,26.443042,0,0,0,0
3460,Point,{89F01158-D98B-4B48-9DA5-24945EFD3C11},NPL,Nepal,EASTERN,KOSHI,TERHATHUM,PIPLE,NA,NA,87.516099,27.137788,87.516099,27.137788,0,Not applicable,L,5.582041,0,5.582041,1733,1741,1589,1340,1010,310.459932,311.893099,284.662915,240.055573,180.93741,1523.334342,829.891369,693.442972,123.210866,166.996546,182.27062,162.923459,116.082965,103.863705,70.260742,81.46173,89.607902,93.680989,81.46173,69.24247,45.822223,136.448397,39.712593,96.735804,45.822223,50.913581,0,0,0,0,51.931853,79.425186,97.754075,90.626174,75.3521,63.13284,42.767408,53.968396,52.950124,46.840494,42.767408,31.56642,26.475062,74.333828,21.383704,52.950124,25.45679,27.493334,0,0,0,0,71.279013,87.571359,84.516544,72.297285,40.730865,40.730865,27.493334,27.493334,36.657778,46.840494,38.694322,37.67605,19.347161,62.114569,18.328889,43.78568,20.365432,23.420247,0,0,0,0
3461,Point,{241D8C44-34DE-43DC-857D-E37F625536FC},NPL,Nepal,CENTRAL,NARAYANI,MAKWANPUR,HETAUDA MUNICIPALITY,NA,NA,85.039117,27.417293,85.039117,27.417293,0,Not applicable,L,47.977413,0,47.977413,81163,89058,88728,81714,67260,1691.691881,1856.248482,1849.370246,1703.176452,1401.909687,85078.84741,42681.60529,42397.24212,5528.502302,7353.2497,9262.401713,9810.026895,9455.326548,8025.472172,6725.239169,6101.247906,5405.914647,4653.306827,3821.318476,2651.711664,2015.662599,4269.466791,1555.456482,2714.010309,1104.293717,1609.716592,0,0,0,0,2581.374485,3459.584411,4480.478329,4890.443603,5144.662266,4373.967743,3543.989026,3130.004484,2683.865803,2302.035401,1732.304247,1160.56346,969.648259,2228.683771,784.761959,1443.921812,586.81304,857.108772,0,0,0,0,2947.127818,3893.665289,4781.923384,4919.583292,4310.664282,3651.504429,3181.250143,2971.243422,2722.048844,2351.271426,2089.014229,1491.148204,1046.01434,2040.78302,770.694523,1270.088497,517.480677,752.60782,0,0,0,0
3462,Point,{E5EC0A2C-F8EE-4998-8B87-91767160BA39},NPL,Nepal,EASTERN,SAGARMATHA,SOLUKHUMBU,NECHA BEDGHARI,NA,NA,86.658805,27.356802,86.658805,27.356802,0,Not applicable,L,10.838105,0,10.838105,10143,4625,1915,733,251,935.864671,426.735098,176.691397,67.631746,23.159029,1836.386394,874.072225,962.314169,116.860952,124.015705,118.053411,151.442255,174.09897,236.106822,125.208163,168.136676,127.593081,88.241944,77.509815,60.815394,60.815394,207.487813,56.045559,151.442255,70.355063,81.087191,0,0,0,0,58.430476,64.39277,50.083265,81.087191,90.626861,93.011778,50.083265,67.970146,52.468183,47.698348,39.351137,27.42655,34.581302,116.860952,32.196385,84.664568,38.158678,46.505889,0,0,0,0,58.430476,59.622935,67.970146,70.355063,83.472109,143.095044,75.124898,100.166531,75.124898,40.543596,38.158678,33.388844,26.234091,90.626861,23.849174,66.777687,32.196385,34.581302,0,0,0,0
3463,Point,{84A17828-DCA2-40DD-91C0-A27DF1709FDC},NPL,Nepal,CENTRAL,JANAKPUR,SARLAHI,PIDARI,NA,NA,85.548192,26.997623,85.548192,26.997623,0,Not applicable,L,6.774003,0,6.774003,4603,5370,5688,5570,4875,679.509554,792.736542,839.680718,822.261181,719.663062,5454.526821,2661.989696,2792.537125,689.054855,744.022194,701.81513,556.544306,420.107518,411.273482,337.65651,354.343024,303.301923,229.684952,189.441007,167.846695,129.56587,219.869355,98.155962,121.713393,79.506329,42.207064,0,0,0,0,338.63807,386.734491,334.711831,270.910456,201.219723,201.219723,162.938897,183.551649,143.307705,99.137522,93.248164,82.451008,56.930458,106.989999,47.114862,59.875137,39.262385,20.612752,0,0,0,0,350.416785,357.287702,367.103299,285.63385,218.887796,210.053759,174.717613,170.791374,159.994218,130.54743,96.192843,85.395687,72.635412,112.879357,51.0411,61.838256,40.243945,21.594312,0,0,0,0
3464,Point,{FF049BDF-5CF1-4BD6-AD53-4E3F919C8830},NPL,Nepal,WESTERN,LUMBINI,NAWALPARASI,BADAHARA DUBAULIYA,NA,NA,83.730868,27.467514,83.730868,27.467514,0,Not applicable,L,9.418966,0,9.418966,6613,7498,7718,7344,6245,702.094072,796.053433,819.410562,779.703442,663.023965,7400.33065,3758.298713,3642.031937,759.212115,954.977542,979.82087,794.986507,618.102009,585.308816,450.16111,432.273913,355.756462,325.944468,259.364348,243.464618,212.658891,428.298981,194.771694,233.527287,141.110105,92.417181,0,0,0,0,380.59979,486.929236,448.173644,400.474453,335.881799,339.856732,264.333014,217.627556,188.809295,156.016102,116.266777,123.222909,99.373313,200.734093,101.36078,99.373313,56.642789,42.730525,0,0,0,0,378.612324,468.048306,531.647227,394.512054,282.22021,245.452084,185.828096,214.646357,166.947167,169.928366,143.097571,120.241709,113.285577,227.564888,93.410915,134.153973,84.467316,49.686657,0,0,0,0
3465,Point,{29F5CE0B-A279-4A44-92E0-8C1C53132828},NPL,Nepal,WESTERN,LUMBINI,RUPANDEHI,GAJEDI,NA,NA,83.286779,27.645119,83.286779,27.645119,0,Not applicable,L,20.910217,0,20.910217,8480,10022,10754,10668,9458,405.543384,479.28724,514.294051,510.181229,452.314779,10312.07448,5153.575186,5158.499297,1205.422516,1452.612918,1526.474592,1108.909929,843.007903,732.707804,576.121056,546.576386,449.078977,392.944105,341.733344,357.490501,275.750249,503.244204,202.873397,300.370807,172.343905,128.026901,0,0,0,0,589.908568,717.935469,742.556027,507.183493,481.578113,391.959282,324.991365,282.644005,239.311823,187.11624,156.586748,190.070707,104.391166,237.342178,95.527765,141.814414,83.709897,58.104517,0,0,0,0,615.513948,734.677449,783.918564,601.726436,361.42979,340.748522,251.129691,263.932381,209.767154,205.827864,185.146596,167.419794,171.359083,265.902026,107.345633,158.556393,88.634009,69.922385,0,0,0,0
3466,Point,{E531AF14-74C0-41A8-AA03-C5E47D1DFEC1},NPL,Nepal,EASTERN,KOSHI,MORANG,HATHIMUDHA,NA,NA,87.305722,26.561489,87.305722,26.561489,0,Not applicable,L,19.4236,0,19.4236,9079,10300,10610,10102,8597,467.42108,530.282754,546.24272,520.088969,442.605906,10173.41159,5070.825347,5102.586242,996.498072,1116.593955,1170.190465,1186.070912,990.542904,916.103307,749.35861,697.747156,632.24031,512.144427,338.452034,303.713556,231.259015,332.496867,154.834362,177.662505,86.349933,91.312572,0,0,0,0,494.278924,554.82313,571.696105,583.60644,518.099595,479.391005,401.973824,359.295121,300.735972,245.154406,146.894138,139.946442,113.148187,161.782057,67.491901,94.290156,52.603982,41.686174,0,0,0,0,502.219148,561.770825,598.49436,602.464472,472.443309,436.712302,347.384786,338.452034,331.504339,266.990021,191.557896,163.767113,118.110827,170.714809,87.34246,83.372349,33.745951,49.626398,0,0,0,0
3467,Point,{FE9E60F9-C823-4AD2-866E-43EB214E2287},NPL,Nepal,FAR-WESTERN,MAHAKALI,DADELDHURA,AJAYAMERU,NA,NA,80.59383,29.36664,80.59383,29.36664,0,Not applicable,L,22.080283,0,22.080283,3480,3915,4000,3778,3189,157.606675,177.307509,181.157097,171.102878,144.427496,3835.887561,2078.270338,1757.617224,400.318484,465.046597,544.711967,437.163717,348.535993,257.916635,195.180156,172.276362,193.188522,171.280545,149.372569,116.510603,147.380934,237.004475,84.644456,152.36002,79.66537,72.69465,0,0,0,0,217.088133,224.058853,263.891538,222.067219,215.096499,154.351654,120.493872,96.594261,108.544067,97.590078,78.669553,64.728113,80.661187,134.435312,46.803405,87.631907,48.795039,38.836868,0,0,0,0,183.230351,240.987744,280.820429,215.096499,133.439495,103.564981,74.686284,75.682101,84.644456,73.690467,70.703016,51.78249,66.719747,102.569164,37.841051,64.728113,30.870331,33.857782,0,0,0,0
3468,Point,{536B0BE5-046E-4F02-A9A8-923FB6F12BCC},NPL,Nepal,MID-WESTERN,BHERI,DAILEKH,PILADI,NA,NA,81.726587,28.677381,81.726587,28.677381,0,Not applicable,L,22.67375,0,22.67375,2792,3191,3312,3178,2725,123.137992,140.735435,146.072003,140.162085,120.183033,3176.116894,1610.300162,1565.816732,530.835597,495.248853,452.742464,321.269216,307.429927,230.325315,152.232182,139.381414,119.611,93.909463,83.035736,72.162008,71.173488,106.760232,41.517868,65.242364,25.701537,39.540827,0,0,0,0,270.854662,244.164604,226.371232,178.92224,167.059992,108.737273,84.024256,58.322719,65.242364,50.414554,47.448992,30.644141,32.621182,45.471951,19.770413,25.701537,8.896686,16.804851,0,0,0,0,259.980935,251.084249,226.371232,142.346976,140.369934,121.588042,68.207926,81.058694,54.368637,43.494909,35.586744,41.517868,38.552306,61.288281,21.747455,39.540827,16.804851,22.735975,0,0,0,0
3469,Point,{8BC93745-6ECC-48A2-92AE-9B895BE36CF9},NPL,Nepal,WESTERN,LUMBINI,NAWALPARASI,PANCHANAGAR,NA,NA,83.757982,27.549513,83.757982,27.549513,0,Not applicable,L,13.460669,0,13.460669,8721,9887,10177,9684,8235,647.887555,734.510292,756.054541,719.429318,611.782366,9758.459378,5303.553737,4454.905641,700.58186,927.153014,1258.066148,1159.686568,966.90234,824.798501,668.782399,620.089476,521.709895,443.204978,409.418051,326.938201,341.844198,589.283749,227.564888,361.718861,174.897032,186.821829,0,0,0,0,330.913134,451.154843,609.158411,622.076942,583.32135,510.778831,418.361649,367.68126,307.063538,236.508486,228.558621,188.809295,160.984768,288.182609,114.27931,173.903298,80.492384,93.410915,0,0,0,0,369.668726,475.998171,648.907737,537.609626,383.58099,314.01967,250.42075,252.408216,214.646357,206.696492,180.85943,138.128906,180.85943,301.10114,113.285577,187.815562,94.404648,93.410915,0,0,0,0
3470,Point,{9B867F36-16C7-46A9-8787-51B925B42B0B},NPL,Nepal,WESTERN,LUMBINI,RUPANDEHI,MASINA,NA,NA,83.243699,27.512885,83.243699,27.512885,0,Not applicable,L,12.20458,0,12.20458,5493,6492,6967,6910,6127,450.076931,531.931446,570.851261,566.180883,502.024641,6680.049777,3454.756689,3225.293089,622.407704,843.007903,959.216937,796.721255,693.314911,487.487047,403.77715,360.444968,311.203852,293.477051,245.220757,163.480505,156.586748,343.702989,121.133145,222.569844,124.087612,98.482232,0,0,0,0,306.279741,412.640551,500.289737,394.913749,367.338724,277.719893,227.493955,206.812687,169.389439,146.738525,106.36081,86.664364,78.785785,173.328728,62.043806,111.284922,58.104517,53.180405,0,0,0,0,316.127964,430.367353,458.9272,401.807505,325.976187,209.767154,176.283195,153.632281,141.814414,146.738525,138.859947,76.816141,77.800963,170.374261,59.089339,111.284922,65.983095,45.301827,0,0,0,0
3471,Point,{9AE2BE6F-51DD-45FF-858D-197FB2644007},NPL,Nepal,CENTRAL,BAGMATI,DHADING,JYAMRUNG,NA,NA,84.873599,27.97597,84.873599,27.97597,0,Not applicable,L,35.400863,0,35.400863,7249,7656,7343,6509,5157,204.769022,216.265917,207.424324,183.865576,145.674416,7040.562705,3998.170361,3042.392343,610.691849,749.531183,1021.173356,838.066409,520.144458,384.323371,320.940198,309.873294,367.219975,348.104415,342.067922,323.958444,261.581352,642.886477,225.362396,417.524082,184.113029,233.411053,0,0,0,0,297.800309,397.402439,525.174869,481.913337,363.195647,269.630009,226.368478,203.228589,232.404971,214.295492,189.143439,158.960976,141.85758,296.794227,109.662952,187.131275,83.504816,103.626459,0,0,0,0,312.891541,352.128743,495.998487,356.153072,156.948811,114.693362,94.57172,106.644705,134.815005,133.808923,152.924483,164.997468,119.723773,346.092251,115.699444,230.392806,100.608212,129.784594,0,0,0,0
3472,Point,{FAC351B7-1A0D-4A71-BD40-00397EF0AD48},NPL,Nepal,CENTRAL,JANAKPUR,MAHOTTARI,MANARA,NA,NA,85.754179,26.72723,85.754179,26.72723,0,Not applicable,L,6.093248,0,6.093248,6185,6983,7159,6784,5745,1015.057955,1146.022587,1174.907017,1113.363487,942.84688,6864.492012,3409.942602,3454.54941,737.499214,958.550726,891.144884,636.390451,447.059335,476.797207,415.338939,409.391365,401.461266,325.134062,288.457354,286.474829,244.841809,345.950572,156.619457,189.331115,108.0476,81.283516,0,0,0,0,376.679706,466.884583,441.111761,271.605893,223.034036,241.868022,244.841809,206.182576,229.972873,151.663145,144.724308,146.706833,116.968961,147.698095,70.379629,77.318466,38.659233,38.659233,0,0,0,0,360.819508,491.666143,450.033123,364.784557,224.025299,234.929185,170.49713,203.208789,171.488393,173.470917,143.733046,139.767996,127.872848,198.252477,86.239827,112.012649,69.388367,42.624283,0,0,0,0
3473,Point,{694518DC-D667-447E-AD96-F2FC426C9316},NPL,Nepal,FAR-WESTERN,MAHAKALI,BAITADI,SHANKARPUR,NA,NA,80.629692,29.518799,80.629692,29.518799,0,Not applicable,L,19.062909,0,19.062909,2196,2409,2399,2209,1818,115.19753,126.371061,125.846482,115.879482,95.368447,2300.529769,1232.924612,1067.605157,292.794698,306.737302,319.684007,233.040678,176.274359,154.364552,121.499841,117.516239,112.536738,114.528538,88.63513,69.713023,52.782718,140.421947,64.733522,75.688425,38.840113,36.848312,0,0,0,0,147.393249,157.352253,167.311256,124.487542,99.590033,90.62693,79.672027,57.762219,64.733522,64.733522,43.819615,32.864711,27.885209,74.692525,36.848312,37.844213,17.926206,19.918007,0,0,0,0,145.401449,149.38505,152.372751,108.553136,76.684326,63.737621,41.827814,59.75402,47.803216,49.795017,44.815515,36.848312,24.897508,65.729422,27.885209,37.844213,20.913907,16.930306,0,0,0,0
3474,Point,{B0538B74-E06D-4D37-8099-2FF7C397DE47},NPL,Nepal,WESTERN,DAULAGIRI,BAGLUNG,BOWANG,NA,NA,82.959945,28.452869,82.959945,28.452869,0,Not applicable,L,191.351114,0,191.351114,9040,9579,9216,8197,6515,47.242996,50.059808,48.162772,42.837483,34.047359,8837.297563,4831.244079,4006.053484,1026.702339,1233.251877,1226.198966,991.437784,757.68416,726.44984,515.870066,424.182223,352.645553,306.297852,333.501937,255.919916,267.003062,420.151988,153.148926,267.003062,108.816342,158.18672,0,0,0,0,512.84739,581.361383,596.474764,569.270679,485.643305,481.61307,317.380998,254.912357,216.625126,159.194278,183.375688,127.959958,140.050663,204.534421,80.604698,123.929723,48.362819,75.566904,0,0,0,0,513.854949,651.890494,629.724202,422.167105,272.040855,244.83677,198.489069,169.269866,136.020428,147.103574,150.12625,127.959958,126.952399,215.617567,72.544228,143.073339,60.453523,82.619815,0,0,0,0
3475,Point,{588F5305-352F-426E-B0DE-1B99B2C6715E},NPL,Nepal,WESTERN,LUMBINI,PALPA,GALDHA,NA,NA,83.897852,27.799203,83.897852,27.799203,0,Not applicable,L,20.7015,0,20.7015,4064,4250,4034,3541,2777,196.31428,205.299136,194.86511,171.05041,134.144871,3868.541951,2194.264511,1674.277439,342.948672,483.567744,588.779136,496.719168,315.634176,237.73728,199.294656,182.09664,199.294656,215.481024,154.782144,130.502592,122.409408,199.294656,76.885248,122.409408,53.617344,68.792064,0,0,0,0,181.084992,242.79552,319.680768,277.191552,207.38784,162.875328,124.432704,126.456,122.409408,110.269632,82.955136,58.675584,65.75712,112.292928,50.5824,61.710528,30.34944,31.361088,0,0,0,0,161.86368,240.772224,269.098368,219.527616,108.246336,74.861952,74.861952,55.64064,76.885248,105.211392,71.827008,71.827008,56.652288,87.001728,26.302848,60.69888,23.267904,37.430976,0,0,0,0
3476,Point,{2A2D1E74-1D3D-4928-A354-1A414727EE74},NPL,Nepal,CENTRAL,BAGMATI,NUWAKOT,DUIPIPAL,NA,NA,85.070505,27.817318,85.070505,27.817318,0,Not applicable,L,33.236145,0,33.236145,8358,8691,8206,7162,5586,251.473206,261.492418,246.899872,215.488287,168.070032,7868.458771,4130.183301,3738.27547,655.536552,1003.001227,1213.096147,986.84008,586.851675,560.58981,440.391274,424.230126,397.968261,334.333742,278.779797,247.467574,202.014346,537.35816,201.004274,336.353886,151.510759,184.843126,0,0,0,0,319.182666,518.166797,653.516409,540.388375,344.43446,302.011447,247.467574,220.195637,204.034489,171.712194,125.248894,122.218679,92.926599,268.67908,95.956814,172.722266,77.775523,94.946743,0,0,0,0,336.353886,484.83443,559.579738,446.451704,242.417215,258.578363,192.9237,204.034489,193.933772,162.621548,153.530903,125.248894,109.087747,268.67908,105.04746,163.63162,73.735236,89.896384,0,0,0,0
3477,Point,{008D5A13-A140-460B-8388-620D825DEB5B},NPL,Nepal,CENTRAL,JANAKPUR,DOLAKHA,KHOPACHAGU,NA,NA,86.096134,27.806122,86.096134,27.806122,0,Not applicable,L,10.087254,0,10.087254,2085,2113,1944,1654,1257,206.69649,209.472271,192.718454,163.969302,124.612704,1864.234444,919.404221,944.830223,143.40265,204.425054,264.430418,202.390973,136.283369,112.891448,104.755127,93.567686,96.618806,97.635847,94.584726,80.346165,70.175765,162.726411,66.107604,96.618806,35.596402,61.022404,0,0,0,0,78.312085,103.738087,122.044808,92.550646,73.226885,55.937204,56.954244,47.800883,49.834963,51.869043,40.681603,35.596402,36.613442,74.243925,32.545282,41.698643,17.289681,24.408962,0,0,0,0,65.090564,100.686967,142.385609,109.840327,63.056484,56.954244,47.800883,45.766803,46.783843,45.766803,53.903124,44.749763,33.562322,88.482486,33.562322,54.920164,18.306721,36.613442,0,0,0,0
3478,Point,{BE066148-CDDB-4E07-B337-B261A4848E94},NPL,Nepal,EASTERN,MECHI,JHAPA,JALTHAL,NA,NA,88.009036,26.499879,88.009036,26.499879,0,Not applicable,L,80.892202,0,80.892202,11436,13177,13786,13333,11524,141.37333,162.8958,170.424337,164.824292,142.461197,13219.25548,7194.765031,6024.490449,1221.715222,1395.822007,1521.45588,1432.424002,1274.145106,1060.468598,829.974957,747.86778,669.717575,631.137095,675.653034,537.159001,427.353017,794.362205,326.450221,467.911984,194.88089,273.031094,0,0,0,0,615.309205,680.599249,736.986106,757.760211,822.061012,695.437896,515.395653,420.428315,368.987674,368.987674,357.116757,265.117149,198.837862,391.740266,164.214354,227.525912,78.150205,149.375707,0,0,0,0,606.406017,715.222758,784.469774,674.663791,452.084094,365.030702,314.579304,327.439464,300.729901,262.14942,318.536277,272.041851,228.515155,402.62194,162.235868,240.386072,116.730685,123.655387,0,0,0,0
3479,Point,{7A7CD05B-BDBA-402B-AF2F-010511ABC034},NPL,Nepal,CENTRAL,NARAYANI,PARSA,MAHADEVPATTI,NA,NA,84.703305,27.203088,84.703305,27.203088,0,Not applicable,L,12.166376,0,12.166376,1141,2362,4437,7705,11959,93.78306,194.14162,364.693635,633.302786,982.954966,4254.599,2080.24119,2174.35781,558.54256,646.502019,525.117966,381.744049,315.774455,299.941753,273.553915,271.794726,233.972159,210.223105,127.541215,121.384053,100.273783,188.233241,93.237026,94.996215,54.534864,40.461351,0,0,0,0,273.553915,336.884725,261.239591,167.122971,168.88216,146.012701,135.457566,133.698377,115.22689,89.718648,54.534864,51.89608,58.053243,87.959458,48.377702,39.581756,22.869459,16.712297,0,0,0,0,284.988645,309.617293,263.878375,214.621078,146.892295,153.929052,138.09635,138.09635,118.745269,120.504458,73.00635,69.487972,42.22054,100.273783,44.859324,55.414459,31.665405,23.749054,0,0,0,0
3480,Point,{9F96F085-51B3-4E3B-A1CD-8DC4DF8832E5},NPL,Nepal,EASTERN,KOSHI,MORANG,BUDHANAGAR,NA,NA,87.301429,26.382069,87.301429,26.382069,0,Not applicable,L,19.66839,0,19.66839,12548,14235,14663,13962,11882,637.978006,723.750153,745.510958,709.870013,604.116566,14060.15108,6924.867576,7135.283503,1697.222811,2002.921423,1795.483079,1366.711001,1120.564067,1136.444514,918.088363,878.387244,732.485634,648.120758,469.465725,443.659998,365.250289,485.346172,267.982549,217.363623,129.028635,88.334988,0,0,0,0,833.723486,996.498072,909.155611,587.576552,583.60644,572.688633,497.256508,441.674942,361.280177,304.706084,227.288903,216.371095,176.669977,216.371095,125.058523,91.312572,44.663758,46.648814,0,0,0,0,863.499325,1006.423351,886.327468,779.134448,536.957626,563.755881,420.831855,436.712302,371.205457,343.414674,242.176822,227.288903,188.580312,268.975077,142.924026,126.051051,84.364877,41.686174,0,0,0,0
